# SlipX generated track: a circuit. One 26 m straight, a sweeper,
# a bus-stop chicane, a hairpin and a return elbow; 100.891 m a lap.
# NOT a real venue. Generated by examples/tracks/make_tracks.py.
# Apache-2.0, like the rest of this repository.
#
# Four columns, the form used by the TUM racetrack database and the
# F1TENTH set derived from it. Arc length is derived by the loader,
# not read, so there is no column for it. The width varies along
# the lap: wide into the braking zones, pinched at the chicane.
# x_m,y_m,w_tr_right_m,w_tr_left_m
29.500000,5.849095,0.900000,0.900000
29.500000,5.899090,0.900000,0.900000
29.500000,5.949086,0.900000,0.900000
29.500000,5.999081,0.900000,0.900000
29.500000,6.049076,0.900000,0.900000
29.500000,6.099072,0.900000,0.900000
29.500000,6.149067,0.900000,0.900000
29.500000,6.199063,0.900000,0.900000
29.500000,6.249058,0.900000,0.900000
29.500000,6.299053,0.900000,0.900000
29.500000,6.349049,0.900000,0.900000
29.500000,6.399044,0.900000,0.900000
29.500000,6.449040,0.900000,0.900000
29.500000,6.499035,0.900000,0.900000
29.499399,6.549026,0.900000,0.900000
29.497549,6.598985,0.900000,0.900000
29.494451,6.648883,0.900000,0.900000
29.490106,6.698688,0.900000,0.900000
29.484518,6.748369,0.900000,0.900000
29.477690,6.797895,0.900000,0.900000
29.469626,6.847234,0.900000,0.900000
29.460332,6.896357,0.900000,0.900000
29.449813,6.945232,0.900000,0.900000
29.438075,6.993828,0.900000,0.900000
29.425126,7.042116,0.900000,0.900000
29.410974,7.090066,0.900000,0.900000
29.395628,7.137646,0.900000,0.900000
29.379098,7.184828,0.900000,0.900000
29.361394,7.231583,0.900000,0.900000
29.342526,7.277880,0.900000,0.900000
29.322507,7.323691,0.900000,0.900000
29.301350,7.368987,0.900000,0.900000
29.279067,7.413741,0.900000,0.900000
29.255672,7.457923,0.900000,0.900000
29.231180,7.501507,0.900000,0.900000
29.205606,7.544465,0.900000,0.900000
29.178967,7.586771,0.900000,0.900000
29.151278,7.628397,0.900000,0.900000
29.122558,7.669318,0.900000,0.900000
29.092824,7.709509,0.900000,0.900000
29.062094,7.748944,0.900000,0.900000
29.030389,7.787599,0.900000,0.900000
28.997727,7.825448,0.900000,0.900000
28.964129,7.862470,0.900000,0.900000
28.929617,7.898641,0.900000,0.900000
28.894211,7.933937,0.900000,0.900000
28.857934,7.968337,0.900000,0.900000
28.820809,8.001820,0.900000,0.900000
28.782858,8.034365,0.900000,0.900000
28.744106,8.065951,0.900000,0.900000
28.704576,8.096558,0.900000,0.900000
28.664293,8.126168,0.900000,0.900000
28.623283,8.154761,0.900000,0.900000
28.581571,8.182321,0.900000,0.900000
28.539184,8.208829,0.900000,0.900000
28.496147,8.234270,0.900000,0.900000
28.452487,8.258627,0.900000,0.900000
28.408233,8.281885,0.900000,0.900000
28.363411,8.304029,0.900000,0.900000
28.318049,8.325047,0.900000,0.900000
28.272176,8.344924,0.900000,0.900000
28.225821,8.363648,0.900000,0.900000
28.179012,8.381208,0.900000,0.900000
28.131779,8.397592,0.900000,0.900000
28.084151,8.412791,0.900000,0.900000
28.036158,8.426794,0.900000,0.900000
27.987830,8.439593,0.900000,0.900000
27.939198,8.451181,0.900000,0.900000
27.890290,8.461549,0.900000,0.900000
27.841139,8.470691,0.900000,0.900000
27.791775,8.478602,0.900000,0.900000
27.742229,8.485277,0.900000,0.900000
27.692531,8.490711,0.900000,0.900000
27.642713,8.494902,0.900000,0.900000
27.592805,8.497846,0.900000,0.900000
27.542840,8.499541,0.900000,0.900000
27.492848,8.500000,0.900000,0.900000
27.442852,8.500000,0.900000,0.900000
27.392857,8.500000,0.900000,0.900000
27.342862,8.500000,0.900000,0.900000
27.292866,8.500000,0.900000,0.900000
27.242871,8.500000,0.900000,0.900000
27.192875,8.500000,0.900000,0.900000
27.142880,8.500000,0.900000,0.900000
27.092885,8.500000,0.900000,0.900000
27.042889,8.500000,0.900000,0.900000
26.992894,8.500000,0.900000,0.900000
26.942898,8.500000,0.900000,0.900000
26.892903,8.500000,0.900000,0.900000
26.842908,8.500000,0.900000,0.900000
26.792912,8.500000,0.900000,0.900000
26.742917,8.500000,0.900000,0.900000
26.692921,8.500000,0.900000,0.900000
26.642926,8.500000,0.900000,0.900000
26.592931,8.500000,0.900000,0.900000
26.542935,8.500000,0.900000,0.900000
26.492940,8.500000,0.900000,0.900000
26.442944,8.500000,0.900000,0.900000
26.392949,8.500000,0.900000,0.900000
26.342954,8.500000,0.900000,0.900000
26.292958,8.500000,0.900000,0.900000
26.242963,8.500000,0.900000,0.900000
26.192968,8.500000,0.900000,0.900000
26.142972,8.500000,0.900000,0.900000
26.092977,8.500000,0.900000,0.900000
26.042981,8.500000,0.900000,0.900000
25.992986,8.500000,0.900000,0.900000
25.942991,8.500000,0.900000,0.900000
25.892995,8.500000,0.900000,0.900000
25.843000,8.500000,0.900000,0.900000
25.793004,8.500000,0.900000,0.900000
25.743009,8.500000,0.900000,0.900000
25.693014,8.500000,0.900000,0.900000
25.643018,8.500000,0.900000,0.900000
25.593023,8.500000,0.900000,0.900000
25.543027,8.500000,0.900000,0.900000
25.493032,8.500000,0.900000,0.900000
25.443037,8.500000,0.900000,0.900000
25.393041,8.500000,0.900000,0.900000
25.343046,8.500000,0.900000,0.900000
25.293050,8.500000,0.900000,0.900000
25.243055,8.500000,0.900000,0.900000
25.193060,8.500000,0.900000,0.900000
25.143064,8.500000,0.900000,0.900000
25.093069,8.500000,0.900000,0.900000
25.043073,8.500000,0.900000,0.900000
24.993078,8.500000,0.900000,0.900000
24.943083,8.500000,0.900000,0.900000
24.893087,8.500000,0.900000,0.900000
24.843092,8.500000,0.900000,0.900000
24.793096,8.500000,0.900000,0.900000
24.743101,8.500000,0.900000,0.900000
24.693106,8.500000,0.900000,0.900000
24.643110,8.500000,0.900000,0.900000
24.593115,8.500000,0.900000,0.900000
24.543120,8.500000,0.900000,0.900000
24.493124,8.500000,0.900000,0.900000
24.443129,8.500000,0.900000,0.900000
24.393133,8.500000,0.900000,0.900000
24.343138,8.500000,0.900000,0.900000
24.293143,8.500000,0.900000,0.900000
24.243147,8.500000,0.900000,0.900000
24.193152,8.500000,0.900000,0.900000
24.143156,8.500000,0.900000,0.900000
24.093161,8.500000,0.900000,0.900000
24.043166,8.500000,0.900000,0.900000
23.993170,8.500000,0.900000,0.900000
23.943175,8.500000,0.900000,0.900000
23.893179,8.500000,0.900000,0.900000
23.843184,8.500000,0.900000,0.900000
23.793189,8.500000,0.900000,0.900000
23.743193,8.500000,0.900000,0.900000
23.693198,8.500000,0.900000,0.900000
23.643202,8.500000,0.900000,0.900000
23.593207,8.500000,0.900000,0.900000
23.543212,8.500000,0.900000,0.900000
23.493216,8.500000,0.900000,0.900000
23.443221,8.500000,0.900000,0.900000
23.393225,8.500000,0.900000,0.900000
23.343230,8.500000,0.900000,0.900000
23.293235,8.500000,0.900000,0.900000
23.243239,8.500000,0.900000,0.900000
23.193244,8.500000,0.900000,0.900000
23.143248,8.500000,0.900000,0.900000
23.093253,8.500000,0.900000,0.900000
23.043258,8.500000,0.900000,0.900000
22.993262,8.500000,0.900000,0.900000
22.943267,8.500000,0.900000,0.900000
22.893271,8.500000,0.900000,0.900000
22.843276,8.500000,0.900000,0.900000
22.793281,8.500000,0.900000,0.900000
22.743285,8.500000,0.900000,0.900000
22.693290,8.500000,0.900000,0.900000
22.643295,8.500000,0.900000,0.900000
22.593299,8.500000,0.900000,0.900000
22.543304,8.500000,0.900000,0.900000
22.493308,8.500000,0.900000,0.900000
22.443313,8.500000,0.900000,0.900000
22.393318,8.500000,0.900000,0.900000
22.343322,8.500000,0.900000,0.900000
22.293327,8.500000,0.900000,0.900000
22.243331,8.500000,0.900000,0.900000
22.193336,8.500000,0.900000,0.900000
22.143341,8.500000,0.900000,0.900000
22.093345,8.500000,0.900000,0.900000
22.043350,8.500000,0.900000,0.900000
21.993354,8.500000,0.900000,0.900000
21.943359,8.500000,0.900000,0.900000
21.893364,8.500000,0.900000,0.900000
21.843368,8.500000,0.900000,0.900000
21.793373,8.500000,0.900000,0.900000
21.743377,8.500000,0.900000,0.900000
21.693382,8.500000,0.900000,0.900000
21.643387,8.500000,0.900000,0.900000
21.593391,8.500000,0.900000,0.900000
21.543396,8.500000,0.900000,0.900000
21.493400,8.500000,0.900000,0.900000
21.443405,8.500000,0.900000,0.900000
21.393410,8.500000,0.900000,0.900000
21.343414,8.500000,0.900000,0.900000
21.293419,8.500000,0.900000,0.900000
21.243423,8.500000,0.900000,0.900000
21.193428,8.500000,0.900000,0.900000
21.143433,8.500000,0.900000,0.900000
21.093437,8.500000,0.900000,0.900000
21.043442,8.500000,0.900000,0.900000
20.993446,8.500000,0.900000,0.900000
20.943451,8.500000,0.900000,0.900000
20.893456,8.500000,0.900000,0.900000
20.843460,8.500000,0.900000,0.900000
20.793465,8.500000,0.900000,0.900000
20.743470,8.500000,0.900000,0.900000
20.693474,8.500000,0.900000,0.900000
20.643479,8.500000,0.900000,0.900000
20.593483,8.500000,0.900000,0.900000
20.543488,8.500000,0.900000,0.900000
20.493493,8.500000,0.900000,0.900000
20.443497,8.500000,0.900000,0.900000
20.393502,8.500000,0.900000,0.900000
20.343506,8.500000,0.900000,0.900000
20.293511,8.500000,0.900000,0.900000
20.243516,8.500000,0.900000,0.900000
20.193520,8.500000,0.900000,0.900000
20.143525,8.500000,0.900000,0.900000
20.093529,8.500000,0.900000,0.900000
20.043534,8.500000,0.900000,0.900000
19.993539,8.500000,0.900000,0.900000
19.943543,8.500000,0.900000,0.900000
19.893548,8.500000,0.900000,0.900000
19.843552,8.500000,0.900000,0.900000
19.793557,8.500000,0.900000,0.900000
19.743562,8.500000,0.900000,0.900000
19.693566,8.500000,0.900000,0.900000
19.643571,8.500000,0.900000,0.900000
19.593575,8.500000,0.900000,0.900000
19.543580,8.500000,0.900000,0.900000
19.493585,8.500000,0.900000,0.900000
19.443589,8.500000,0.900000,0.900000
19.393594,8.500000,0.900000,0.900000
19.343598,8.500000,0.900000,0.900000
19.293603,8.500000,0.900000,0.900000
19.243608,8.500000,0.900000,0.900000
19.193612,8.500000,0.900000,0.900000
19.143617,8.500000,0.900000,0.900000
19.093622,8.500000,0.900000,0.900000
19.043626,8.500000,0.900000,0.900000
18.993631,8.500000,0.900000,0.900000
18.943635,8.500000,0.900000,0.900000
18.893640,8.500000,0.900000,0.900000
18.843645,8.500000,0.900000,0.900000
18.793649,8.500000,0.900000,0.900000
18.743654,8.500000,0.900000,0.900000
18.693658,8.500000,0.900000,0.900000
18.643663,8.500000,0.900000,0.900000
18.593668,8.500000,0.900000,0.900000
18.543672,8.500000,0.900000,0.900000
18.493677,8.500000,0.900000,0.900000
18.443681,8.500000,0.900000,0.900000
18.393686,8.500000,0.900000,0.900000
18.343691,8.500000,0.900000,0.900000
18.293695,8.500000,0.900000,0.900000
18.243700,8.500000,0.900000,0.900000
18.193704,8.500000,0.900000,0.900000
18.143709,8.500000,0.900000,0.900000
18.093714,8.500000,0.900000,0.900000
18.043718,8.500000,0.900000,0.900000
17.993723,8.500000,0.900000,0.900000
17.943727,8.500000,0.900000,0.900000
17.893732,8.500000,0.900000,0.900000
17.843737,8.500000,0.900000,0.900000
17.793741,8.500000,0.900000,0.900000
17.743746,8.500000,0.900000,0.900000
17.693750,8.500000,0.900000,0.900000
17.643755,8.500000,0.900000,0.900000
17.593760,8.500000,0.900000,0.900000
17.543764,8.500000,0.900000,0.900000
17.493769,8.500000,0.900000,0.900000
17.443773,8.500000,0.900000,0.900000
17.393778,8.500000,0.900000,0.900000
17.343783,8.500000,0.900000,0.900000
17.293787,8.500000,0.900000,0.900000
17.243792,8.500000,0.900000,0.900000
17.193797,8.500000,0.900000,0.900000
17.143801,8.500000,0.900000,0.900000
17.093806,8.500000,0.900000,0.900000
17.043810,8.500000,0.900000,0.900000
16.993815,8.500000,0.900000,0.900000
16.943820,8.500000,0.900000,0.900000
16.893824,8.500000,0.900000,0.900000
16.843829,8.500000,0.900000,0.900000
16.793833,8.500000,0.900000,0.900000
16.743838,8.500000,0.900000,0.900000
16.693843,8.500000,0.900000,0.900000
16.643847,8.500000,0.900000,0.900000
16.593852,8.500000,0.900000,0.900000
16.543856,8.500000,0.900000,0.900000
16.493861,8.500000,0.900000,0.900000
16.443866,8.500000,0.900000,0.900000
16.393870,8.500000,0.900000,0.900000
16.343875,8.500000,0.900000,0.900000
16.293879,8.500000,0.900000,0.900000
16.243884,8.500000,0.900000,0.900000
16.193889,8.500000,0.900000,0.900000
16.143893,8.500000,0.900000,0.900000
16.093898,8.500000,0.900000,0.900000
16.043902,8.500000,0.900000,0.900000
15.993907,8.500000,0.900000,0.900000
15.943912,8.500000,0.900000,0.900000
15.893916,8.500000,0.900000,0.900000
15.843921,8.500000,0.900000,0.900000
15.793925,8.500000,0.900000,0.900000
15.743930,8.500000,0.900000,0.900000
15.693935,8.500000,0.900000,0.900000
15.643939,8.500000,0.900000,0.900000
15.593944,8.500000,0.900000,0.900000
15.543949,8.500000,0.900000,0.900000
15.493953,8.500000,0.900000,0.900000
15.443958,8.500000,0.900000,0.900000
15.393962,8.500000,0.900000,0.900000
15.343967,8.500000,0.900000,0.900000
15.293972,8.500000,0.900000,0.900000
15.243976,8.500000,0.900000,0.900000
15.193981,8.500000,0.900000,0.900000
15.143985,8.500000,0.900000,0.900000
15.093990,8.500000,0.900000,0.900000
15.043995,8.500000,0.900000,0.900000
14.993999,8.500000,0.900000,0.900000
14.944004,8.500000,0.900000,0.900000
14.894008,8.500000,0.900000,0.900000
14.844013,8.500000,0.900000,0.900000
14.794018,8.500000,0.900000,0.900000
14.744022,8.500000,0.900000,0.900000
14.694027,8.500000,0.900000,0.900000
14.644031,8.500000,0.900000,0.900000
14.594036,8.500000,0.900000,0.900000
14.544041,8.500000,0.900000,0.900000
14.494045,8.500000,0.900000,0.900000
14.444050,8.500000,0.900000,0.900000
14.394054,8.500000,0.900000,0.900000
14.344059,8.500000,0.900000,0.900000
14.294064,8.500000,0.900000,0.900000
14.244068,8.500000,0.900000,0.900000
14.194073,8.500000,0.900000,0.900000
14.144077,8.500000,0.900000,0.900000
14.094082,8.500000,0.900000,0.900000
14.044087,8.500000,0.900000,0.900000
13.994091,8.500000,0.900000,0.900000
13.944096,8.500000,0.900000,0.900000
13.894100,8.500000,0.900000,0.900000
13.844105,8.500000,0.900000,0.900000
13.794110,8.500000,0.900000,0.900000
13.744114,8.500000,0.900000,0.900000
13.694119,8.500000,0.900000,0.900000
13.644124,8.500000,0.900000,0.900000
13.594128,8.500000,0.900000,0.900000
13.544133,8.500000,0.900000,0.900000
13.494137,8.500000,0.900000,0.900000
13.444142,8.500000,0.900000,0.900000
13.394147,8.500000,0.900000,0.900000
13.344151,8.500000,0.900000,0.900000
13.294156,8.500000,0.900000,0.900000
13.244160,8.500000,0.900000,0.900000
13.194165,8.500000,0.900000,0.900000
13.144170,8.500000,0.900000,0.900000
13.094174,8.500000,0.900000,0.900000
13.044179,8.500000,0.900000,0.900000
12.994183,8.500000,0.900000,0.900000
12.944188,8.500000,0.900000,0.900000
12.894193,8.500000,0.900000,0.900000
12.844197,8.500000,0.900000,0.900000
12.794202,8.500000,0.900000,0.900000
12.744206,8.500000,0.900000,0.900000
12.694211,8.500000,0.900000,0.900000
12.644216,8.500000,0.900000,0.900000
12.594220,8.500000,0.900000,0.900000
12.544225,8.500000,0.900000,0.900000
12.494229,8.500000,0.900000,0.900000
12.444234,8.500000,0.900000,0.900000
12.394239,8.500000,0.900000,0.900000
12.344243,8.500000,0.900000,0.900000
12.294248,8.500000,0.900000,0.900000
12.244252,8.500000,0.900000,0.900000
12.194257,8.500000,0.900000,0.900000
12.144262,8.500000,0.900000,0.900000
12.094266,8.500000,0.900000,0.900000
12.044271,8.500000,0.900000,0.900000
11.994275,8.500000,0.900000,0.900000
11.944280,8.500000,0.900000,0.900000
11.894285,8.500000,0.900000,0.900000
11.844289,8.500000,0.900000,0.900000
11.794294,8.500000,0.900000,0.900000
11.744299,8.500000,0.900000,0.900000
11.694303,8.500000,0.900000,0.900000
11.644308,8.500000,0.900000,0.900000
11.594312,8.500000,0.900000,0.900000
11.544317,8.500000,0.900000,0.900000
11.494322,8.500000,0.900000,0.900000
11.444326,8.500000,0.900000,0.900000
11.394331,8.500000,0.900000,0.900000
11.344335,8.500000,0.900000,0.900000
11.294340,8.500000,0.900000,0.900000
11.244345,8.500000,0.900000,0.900000
11.194349,8.500000,0.900000,0.900000
11.144354,8.500000,0.900000,0.900000
11.094358,8.500000,0.900000,0.900000
11.044363,8.500000,0.900000,0.900000
10.994368,8.500000,0.900000,0.900000
10.944372,8.500000,0.900000,0.900000
10.894377,8.500000,0.900000,0.900000
10.844381,8.500000,0.900000,0.900000
10.794386,8.500000,0.900000,0.900000
10.744391,8.500000,0.900000,0.900000
10.694395,8.500000,0.900000,0.900000
10.644400,8.500000,0.900000,0.900000
10.594404,8.500000,0.900000,0.900000
10.544409,8.500000,0.900000,0.900000
10.494414,8.500000,0.900000,0.900000
10.444418,8.500000,0.900000,0.900000
10.394423,8.500000,0.900000,0.900000
10.344427,8.500000,0.900000,0.900000
10.294432,8.500000,0.900000,0.900000
10.244437,8.500000,0.900000,0.900000
10.194441,8.500000,0.900000,0.900000
10.144446,8.500000,0.900000,0.900000
10.094451,8.500000,0.900166,0.900166
10.044455,8.500000,0.901666,0.901666
9.994460,8.500000,0.903166,0.903166
9.944464,8.500000,0.904666,0.904666
9.894469,8.500000,0.906166,0.906166
9.844474,8.500000,0.907666,0.907666
9.794478,8.500000,0.909166,0.909166
9.744483,8.500000,0.910666,0.910666
9.694487,8.500000,0.912165,0.912165
9.644492,8.500000,0.913665,0.913665
9.594497,8.500000,0.915165,0.915165
9.544501,8.500000,0.916665,0.916665
9.494506,8.500000,0.918165,0.918165
9.444510,8.500000,0.919665,0.919665
9.394515,8.500000,0.921165,0.921165
9.344520,8.500000,0.922664,0.922664
9.294524,8.500000,0.924164,0.924164
9.244529,8.500000,0.925664,0.925664
9.194533,8.500000,0.927164,0.927164
9.144538,8.500000,0.928664,0.928664
9.094543,8.500000,0.930164,0.930164
9.044547,8.500000,0.931664,0.931664
8.994552,8.500000,0.933163,0.933163
8.944556,8.500000,0.934663,0.934663
8.894561,8.500000,0.936163,0.936163
8.844566,8.500000,0.937663,0.937663
8.794570,8.500000,0.939163,0.939163
8.744575,8.500000,0.940663,0.940663
8.694579,8.500000,0.942163,0.942163
8.644584,8.500000,0.943662,0.943662
8.594589,8.500000,0.945162,0.945162
8.544593,8.500000,0.946662,0.946662
8.494598,8.500000,0.948162,0.948162
8.444602,8.500000,0.949662,0.949662
8.394607,8.500000,0.951162,0.951162
8.344612,8.500000,0.952662,0.952662
8.294616,8.500000,0.954162,0.954162
8.244621,8.500000,0.955661,0.955661
8.194626,8.500000,0.957161,0.957161
8.144630,8.500000,0.958661,0.958661
8.094635,8.500000,0.960161,0.960161
8.044639,8.500000,0.961661,0.961661
7.994644,8.500000,0.963161,0.963161
7.944649,8.500000,0.964661,0.964661
7.894653,8.500000,0.966160,0.966160
7.844658,8.500000,0.967660,0.967660
7.794662,8.500000,0.969160,0.969160
7.744667,8.500000,0.970660,0.970660
7.694672,8.500000,0.972160,0.972160
7.644676,8.500000,0.973660,0.973660
7.594681,8.500000,0.975160,0.975160
7.544685,8.500000,0.976659,0.976659
7.494690,8.500000,0.978159,0.978159
7.444695,8.500000,0.979659,0.979659
7.394699,8.500000,0.981159,0.981159
7.344704,8.500000,0.982659,0.982659
7.294708,8.500000,0.984159,0.984159
7.244713,8.500000,0.985659,0.985659
7.194718,8.500000,0.987158,0.987158
7.144722,8.500000,0.988658,0.988658
7.094727,8.500000,0.990158,0.990158
7.044731,8.500000,0.991658,0.991658
6.994736,8.500000,0.993158,0.993158
6.944741,8.500000,0.994658,0.994658
6.894745,8.500000,0.996158,0.996158
6.844750,8.500000,0.997658,0.997658
6.794754,8.500000,0.999157,0.999157
6.744759,8.500000,1.000657,1.000657
6.694764,8.500000,1.002157,1.002157
6.644768,8.500000,1.003657,1.003657
6.594773,8.500000,1.005157,1.005157
6.544777,8.500000,1.006657,1.006657
6.494782,8.500000,1.008157,1.008157
6.444787,8.500000,1.009656,1.009656
6.394791,8.500000,1.011156,1.011156
6.344796,8.500000,1.012656,1.012656
6.294801,8.500000,1.014156,1.014156
6.244805,8.500000,1.015656,1.015656
6.194810,8.500000,1.017156,1.017156
6.144814,8.500000,1.018656,1.018656
6.094819,8.500000,1.020155,1.020155
6.044824,8.500000,1.021655,1.021655
5.994828,8.500000,1.023155,1.023155
5.944833,8.500000,1.024655,1.024655
5.894837,8.500000,1.026155,1.026155
5.844842,8.500000,1.027655,1.027655
5.794847,8.500000,1.029155,1.029155
5.744851,8.500000,1.030654,1.030654
5.694856,8.500000,1.032154,1.032154
5.644860,8.500000,1.033654,1.033654
5.594865,8.500000,1.035154,1.035154
5.544870,8.500000,1.036654,1.036654
5.494874,8.500000,1.038154,1.038154
5.444879,8.500000,1.039654,1.039654
5.394883,8.500000,1.041153,1.041153
5.344888,8.500000,1.042653,1.042653
5.294893,8.500000,1.044153,1.044153
5.244897,8.500000,1.045653,1.045653
5.194902,8.500000,1.047153,1.047153
5.144906,8.500000,1.048653,1.048653
5.094911,8.500000,1.049315,1.049315
5.044916,8.500000,1.042585,1.042585
4.994920,8.500000,1.035855,1.035855
4.944925,8.500000,1.029125,1.029125
4.894929,8.500000,1.022394,1.022394
4.844934,8.500000,1.015664,1.015664
4.794939,8.500000,1.008934,1.008934
4.744943,8.500000,1.002204,1.002204
4.694948,8.500000,0.995474,0.995474
4.644953,8.500000,0.988744,0.988744
4.594957,8.500000,0.982013,0.982013
4.544962,8.500000,0.975283,0.975283
4.494966,8.500000,0.968553,0.968553
4.444971,8.500000,0.961823,0.961823
4.394976,8.500000,0.955093,0.955093
4.344980,8.500000,0.948363,0.948363
4.294985,8.500000,0.941633,0.941633
4.244989,8.500000,0.934902,0.934902
4.194994,8.500000,0.928172,0.928172
4.144999,8.500000,0.921442,0.921442
4.095003,8.500000,0.914712,0.914712
4.045008,8.500000,0.907982,0.907982
3.995012,8.500000,0.901252,0.901252
3.945017,8.500000,0.894522,0.894522
3.895022,8.500000,0.887791,0.887791
3.845026,8.500000,0.881061,0.881061
3.795031,8.500000,0.874331,0.874331
3.745035,8.500000,0.867601,0.867601
3.695040,8.500000,0.860871,0.860871
3.645045,8.500000,0.854141,0.854141
3.595049,8.500000,0.847410,0.847410
3.545054,8.500000,0.840680,0.840680
3.495058,8.500000,0.833950,0.833950
3.445063,8.500000,0.827220,0.827220
3.395068,8.500000,0.820490,0.820490
3.345072,8.500000,0.813760,0.813760
3.295077,8.500000,0.807030,0.807030
3.245081,8.500000,0.800299,0.800299
3.195086,8.500000,0.793569,0.793569
3.145091,8.500000,0.786839,0.786839
3.095095,8.500000,0.780109,0.780109
3.045100,8.500000,0.773379,0.773379
2.995104,8.500000,0.766649,0.766649
2.945109,8.500000,0.759919,0.759919
2.895114,8.500000,0.753188,0.753188
2.845118,8.500000,0.746458,0.746458
2.795123,8.500000,0.739728,0.739728
2.745128,8.500000,0.732998,0.732998
2.695132,8.500000,0.726268,0.726268
2.645137,8.500000,0.719538,0.719538
2.595141,8.500000,0.712807,0.712807
2.545146,8.500000,0.706077,0.706077
2.495151,8.500012,0.700000,0.700000
2.445183,8.501504,0.700000,0.700000
2.395352,8.505491,0.700000,0.700000
2.345782,8.511963,0.700000,0.700000
2.296598,8.520905,0.700000,0.700000
2.247923,8.532293,0.700000,0.700000
2.199877,8.546100,0.700000,0.700000
2.152581,8.562290,0.700000,0.700000
2.106153,8.580824,0.700000,0.700000
2.060710,8.601655,0.700000,0.700000
2.016365,8.624730,0.700000,0.700000
1.973228,8.649994,0.700000,0.700000
1.931407,8.677381,0.700000,0.700000
1.891008,8.706824,0.700000,0.700000
1.852130,8.738249,0.700000,0.700000
1.814871,8.771578,0.700000,0.700000
1.779325,8.806727,0.700000,0.700000
1.745579,8.843609,0.700000,0.700000
1.713719,8.882131,0.700000,0.700000
1.683824,8.922197,0.700000,0.700000
1.655968,8.963707,0.700000,0.700000
1.630222,9.006557,0.700000,0.700000
1.606649,9.050641,0.700000,0.700000
1.585309,9.095847,0.700000,0.700000
1.566254,9.142063,0.700000,0.700000
1.549533,9.189174,0.700000,0.700000
1.535187,9.237061,0.700000,0.700000
1.523253,9.285606,0.700000,0.700000
1.513759,9.334687,0.700000,0.700000
1.506730,9.384180,0.700000,0.700000
1.502183,9.433963,0.700000,0.700000
1.500129,9.483911,0.700000,0.700000
1.499425,9.533899,0.700000,0.700000
1.496482,9.583803,0.700000,0.700000
1.491049,9.633497,0.700000,0.700000
1.483139,9.682857,0.700000,0.700000
1.472773,9.731761,0.700000,0.700000
1.459975,9.780085,0.700000,0.700000
1.444779,9.827709,0.700000,0.700000
1.427221,9.874515,0.700000,0.700000
1.407346,9.920384,0.700000,0.700000
1.385204,9.965203,0.700000,0.700000
1.360849,10.008860,0.700000,0.700000
1.334344,10.051244,0.700000,0.700000
1.305753,10.092252,0.700000,0.700000
1.275149,10.131779,0.700000,0.700000
1.242607,10.169727,0.700000,0.700000
1.208210,10.206002,0.700000,0.700000
1.172043,10.240512,0.700000,0.700000
1.134197,10.273172,0.700000,0.700000
1.094765,10.303900,0.700000,0.700000
1.053847,10.332618,0.700000,0.700000
1.011546,10.359256,0.700000,0.700000
0.967966,10.383747,0.700000,0.700000
0.923216,10.406029,0.700000,0.700000
0.877409,10.426047,0.700000,0.700000
0.830658,10.443751,0.700000,0.700000
0.783082,10.459096,0.700000,0.700000
0.734798,10.472044,0.700000,0.700000
0.685927,10.482564,0.700000,0.700000
0.636591,10.490628,0.700000,0.700000
0.586914,10.496216,0.700000,0.700000
0.537020,10.499315,0.700000,0.700000
0.487033,10.500000,0.701179,0.701179
0.437038,10.500000,0.705724,0.705724
0.387043,10.500000,0.710269,0.710269
0.337047,10.500000,0.714814,0.714814
0.287052,10.500000,0.719359,0.719359
0.237056,10.500000,0.723904,0.723904
0.187061,10.500000,0.728449,0.728449
0.137066,10.500000,0.732994,0.732994
0.087070,10.500000,0.737539,0.737539
0.037075,10.500000,0.742084,0.742084
-0.012921,10.500000,0.746629,0.746629
-0.062916,10.500000,0.751174,0.751174
-0.112911,10.500000,0.755719,0.755719
-0.162907,10.500000,0.760264,0.760264
-0.212902,10.500000,0.764809,0.764809
-0.262898,10.500000,0.769354,0.769354
-0.312893,10.500000,0.773899,0.773899
-0.362888,10.500000,0.778444,0.778444
-0.412884,10.500000,0.782989,0.782989
-0.462879,10.500000,0.787534,0.787534
-0.512875,10.500000,0.792080,0.792080
-0.562870,10.500000,0.796625,0.796625
-0.612865,10.500000,0.801170,0.801170
-0.662861,10.500000,0.805715,0.805715
-0.712856,10.500000,0.810260,0.810260
-0.762852,10.500000,0.814805,0.814805
-0.812847,10.500000,0.819350,0.819350
-0.862842,10.500000,0.823895,0.823895
-0.912838,10.500000,0.828440,0.828440
-0.962833,10.500000,0.832985,0.832985
-1.012828,10.500000,0.837530,0.837530
-1.062824,10.500000,0.842075,0.842075
-1.112819,10.500000,0.846620,0.846620
-1.162815,10.500000,0.851165,0.851165
-1.212810,10.500000,0.855710,0.855710
-1.262805,10.500000,0.860255,0.860255
-1.312801,10.500000,0.864800,0.864800
-1.362796,10.500000,0.869345,0.869345
-1.412792,10.500000,0.873890,0.873890
-1.462787,10.500000,0.878435,0.878435
-1.512782,10.500000,0.882980,0.882980
-1.562778,10.500000,0.887525,0.887525
-1.612773,10.500000,0.892070,0.892070
-1.662769,10.500000,0.896615,0.896615
-1.712764,10.500000,0.900000,0.900000
-1.762759,10.500000,0.900000,0.900000
-1.812755,10.500000,0.900000,0.900000
